Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
15,"D Chen, X Zhai, G Zhou","Life cycle assessment of RDF production from aged MSW and its utilization system",2007,"Proceedings of the international conference onÂ â€¦","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.424.5643&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=8807001208430704517&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","PDF","","","",,,,,15,1.25,5,3,12
142,"DJ Milan, GL Heritage, ARG Large, IC Fuller","Filtering spatial error from DEMs: Implications for morphological change estimation",2011,"Geomorphology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169555X10004058","https://scholar.google.com/scholar?cites=1654832938988551103&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,142,17.75,36,4,8
235,"M Atre, V Chaoji, MJ Zaki, JA Hendler","Matrix Bit loaded: a scalable lightweight join query processor for RDF data",2010,"Proceedings of the 19thÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=1772696","https://scholar.google.com/scholar?cites=3175294636286250094&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,235,26.11,59,4,9
37,"M Nilsson","The semantic web: How RDF will change learning technology standards",2001,"","cid.nada.kth.se","http://cid.nada.kth.se/pdf/CID-157.pdf","https://scholar.google.com/scholar?cites=7042898109017137080&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","PDF","","","",,,,,37,2.06,37,1,18
636,"K Dittrich, G Duysters","Networking as a means to strategy change: the case of open innovation in mobile telephony",2007,"Journal of product innovationÂ â€¦","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-5885.2007.00268.x","https://scholar.google.com/scholar?cites=14739381945757137007&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,636,53.00,318,2,12
14,"V Nelson, V Uma","Semantic based resource provisioning and scheduling in inter-cloud environment",2012,"2012 International Conference on RecentÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6206823/","https://scholar.google.com/scholar?cites=416661091366499598&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,14,2.00,7,2,7
62,"TA Standish","Data structures in Java",1997,"","dl.acm.org","https://dl.acm.org/citation.cfm?id=523126","https://scholar.google.com/scholar?cites=16138889483381465503&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","BOOK","","","",,,,,62,2.82,62,1,22
79,"K Ward, MC Lin","Adaptive grouping and subdivision for simulating hair dynamics",2003,"11th Pacific Conference onComputerÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1238265/","https://scholar.google.com/scholar?cites=16881588633366768798&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,79,4.94,40,2,16
18,"L Bianco, P Dell'Olmo, MG Speranza","Scheduling independent tasks with multiple modes",1995,"Discrete Applied Mathematics","Elsevier","https://www.sciencedirect.com/science/article/pii/0166218X9500003A","https://scholar.google.com/scholar?cites=12943521341925302780&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,18,0.75,6,3,24
12,"KD Chapman, SL Austin-Brown","Methods for extending the freshness of cut flowers, ornamental trees, and plant cuttings",2007,"","digital.library.unt.edu","https://digital.library.unt.edu/ark:/67531/metadc304734/","https://scholar.google.com/scholar?cites=383021787917572734&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,12,1.00,6,2,12
528,"O Erling, I Mikhailov","RDF Support in the Virtuoso DBMS",2009,"Networked Knowledge-Networked Media","Springer","https://link.springer.com/chapter/10.1007/978-3-642-02184-8_2","https://scholar.google.com/scholar?cites=7269848900657349224&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,528,52.80,264,2,10
69,"K Ma, Y Deng, Y Bai, D Xu, E Chen, H Wu, B Li, L Gao","Rapid and simultaneous detection of Salmonella, Shigella, and Staphylococcus aureus in fresh pork using a multiplex real-time PCR assay based onÂ â€¦",2014,"Food Control","Elsevier","https://www.sciencedirect.com/science/article/pii/S0956713514000565","https://scholar.google.com/scholar?cites=17114445263674451070&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,69,13.80,9,8,5
8,"M KrÃ¶tzsch, V Thost","Ontologies for knowledge graphs: Breaking the rules",2016,"International Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-319-46523-4_23","https://scholar.google.com/scholar?cites=11814492168760783743&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,8,2.67,4,2,3
201,"AE Knaup","Survival and longevity in the business employment dynamics data",2005,"Monthly Lab. Rev.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/month128&section=54&casa_token=KpVLyQgaY7sAAAAA:CKHPpekWX3-zI0oKPxS3UpSnnb6cJdte3ApMQ7pZ-hfa2xqvcLH5l5hirSOWWQcEu00r8gRg0lE","https://scholar.google.com/scholar?cites=8001173207635160873&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","PDF","","","",,,,,201,14.36,201,1,14
33,"A Moeini, I Kamwa, P Brunelle, ...","Open data IEEE test systems implemented in SimPowerSystems for education and research in power grid dynamics and control",2015,"2015 50th InternationalÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7339813/","https://scholar.google.com/scholar?cites=615119337814052469&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-07-21 18:19:59","","","","",,,,,33,8.25,8,4,4
176,"SK Khoo, M Bradley, FK Wong, MA Hedblad, ...","Birt-Hogg-Dube syndrome: mapping of a novel hereditary neoplasia gene to chromosome 17p12-q11. 2",2001,"Oncogene","nature.com","https://www.nature.com/articles/1204703","https://scholar.google.com/scholar?cites=17107481465661972479&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,176,9.78,35,5,18
247,"DF Barbieri, D Braga, S Ceri, ED Valle, ...","C-SPARQL: SPARQL for continuous querying",2009,"â€¦Â on World wide webÂ â€¦","kops.uni-konstanz.de","http://kops.uni-konstanz.de/handle/123456789/27737","https://scholar.google.com/scholar?cites=16791558083048125264&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,247,24.70,49,5,10
201,"EW Deutsch, A Csordas, Z Sun, ...","The ProteomeXchange consortium in 2017: supporting the cultural change in proteomics public data deposition",2016,"Nucleic acidsÂ â€¦","academic.oup.com","https://academic.oup.com/nar/article-abstract/45/D1/D1100/2290897","https://scholar.google.com/scholar?cites=8814003372245704465&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,201,67.00,50,4,3
14,"M Choudhary, G Prabhu","Quality fodder production and economics of dual-purpose pearlmillet (Pennisetum glaucum) under different fertility levels and nitrogen scheduling",2014,"","krishi.icar.gov.in","http://krishi.icar.gov.in/jspui/handle/123456789/6091","https://scholar.google.com/scholar?cites=17759043395877500036&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,14,2.80,7,2,5
23,"K Bereta, C Nikolaou, M Karpathiotakis, ...","SexTant: Visualizing Time-Evolving Linked Geospatial Data.",2013,"â€¦Â (Posters & Demos)","strabon.di.uoa.gr","http://www.strabon.di.uoa.gr/files/sexTant.pdf","https://scholar.google.com/scholar?cites=15549558386877277910&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,23,3.83,6,4,6
10,"E Pacitti, E Simon","Update propagation strategies to improve freshness of data in lazy master schemes",1997,"","hal.inria.fr","https://hal.inria.fr/inria-00073456/","https://scholar.google.com/scholar?cites=11397589121132964236&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,10,0.45,5,2,22
23,"RQ Dividino, A Scherp, G GrÃ¶ner, T Grotton","Change-a-lod: does the schema on the linked data cloud change or not?",2013,"COLD","ceur-ws.org","http://ceur-ws.org/Vol-1034/DividinoEtAl_COLD2013.pdf","https://scholar.google.com/scholar?cites=14725284379624509962&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,23,3.83,6,4,6
48,"J Wielemaker, AT Schreiber, BJ Wielinga","Prolog-based infrastructure for RDF: performance and scalability",2003,"","dare.ubvu.vu.nl","http://dare.ubvu.vu.nl/bitstream/handle/1871/25585/metis.xml?sequence=4","https://scholar.google.com/scholar?cites=13149451699102794908&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,48,3.00,16,3,16
115,"MJ Radin","Property Evolving in Cyberspace",1995,"JL & Com.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jlac15&section=23&casa_token=bIgFuIopfKMAAAAA:422RfTL-lgo4TpFw9mXIA_zrzHIySRsKVMjx0jDR8ja6YZRQ-ZEeIkRhE-DfW9lo0kTXunA4bIc","https://scholar.google.com/scholar?cites=5627129594011727116&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,115,4.79,115,1,24
2,"N Jayaram, R Bhoopalam, C Li, V Athitsos","Orion: Enabling Suggestions in a Visual Query Builder for Ultra-Heterogeneous Graphs",2016,"arXiv preprint arXivÂ â€¦","arxiv.org","https://arxiv.org/abs/1605.06856","https://scholar.google.com/scholar?cites=3422062612955654186&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,2,0.67,1,4,3
25,"A Meijer, J de Hoog, M van Twist, M van der Steen, ...","Understanding the dynamics of open data: From sweeping statements to complex contextual interactions",2014,"Open government","Springer","https://link.springer.com/chapter/10.1007/978-1-4614-9563-5_7","https://scholar.google.com/scholar?cites=4879546922926858943&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,25,5.00,5,5,5
96,"AE Knaup, MC Piazza","Business employment dynamics data: survival and longevity, II",2007,"Monthly Lab. Rev.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/month130&section=66&casa_token=LvK1n_yzztkAAAAA:N3G-6-iz6UfnGuaG-xiDns7-DuumTEGXhBPgba3Qg95bOQ36BB1eL-ezEyHIdADij5pjj-P3KsA","https://scholar.google.com/scholar?cites=9362995300416510397&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,96,8.00,48,2,12
309,"AM Sundkvist, U Olofsson, P Haglund","Organophosphorus flame retardants and plasticizers in marine and fresh water biota and in human milk",2010,"Journal of EnvironmentalÂ â€¦","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2010/em/b921910b","https://scholar.google.com/scholar?cites=13348490678132310573&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,309,34.33,103,3,9
83,"S Kulk, B Van Loenen","Brave new open data world?",2012,"International Journal of Spatial DataÂ â€¦","dspace.library.uu.nl","https://dspace.library.uu.nl/bitstream/handle/1874/290869/285-1439-2-PB.pdf?sequence=1","https://scholar.google.com/scholar?cites=1608701578283171126&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,83,11.86,42,2,7
64,"H Stuckenschmidt, R Vdovjak, J Broekstra, ...","Towards distributed processing of RDF path queries",2005,"â€¦Â Journal of WebÂ â€¦","researchgate.net","https://www.researchgate.net/profile/Jeen_Broekstra/publication/2926500_Towards_Distributed_Processing_of_RDF_Path/links/53e140490cf2d79877a5eb08/Towards-Distributed-Processing-of-RDF-Path.pdf","https://scholar.google.com/scholar?cites=9162851755893906574&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,64,4.57,16,4,14
47,"JS Lannin","Structural order and dynamics of amorphous Si and Ge",1987,"Journal of Non-Crystalline Solids","Elsevier","https://www.sciencedirect.com/science/article/pii/0022309387900111","https://scholar.google.com/scholar?cites=7833332269324280812&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,47,1.47,47,1,32
21,"C Catlett, T Malik, B Goldstein, J Giuffrida, ...","Plenario: An Open Data Discovery and Exploration Platform for Urban Science.",2014,"IEEE Data EngÂ â€¦","urbanccd.org","https://www.urbanccd.org/s/PlenarioICDE.pdf","https://scholar.google.com/scholar?cites=18223609483700348785&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,21,4.20,4,5,5
36,"C Hadjidemetriou, J Williams","Teachers' pedagogical content knowledge: Graphs from a cognitivist to a situated perspective",2002,"Pme conference","researchgate.net","https://www.researchgate.net/profile/Julian_Williams4/publication/268342500_TEACHERS'_PEDAGOGICAL_CONTENT_KNOWLEDGE_GRAPHS_FROM_A_COGNITIVIST_TO_A_SITUATED_PERSPECTIVE/links/54e234f10cf2966637960dc5.pdf","https://scholar.google.com/scholar?cites=12030565341869702766&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,36,2.12,18,2,17
3,"W Weiss, M Hausenblas, G Sprung","Visual exploration, query, and debugging of rdf graphs",2007,"","researchgate.net","https://www.researchgate.net/profile/Michael_Hausenblas/publication/228721847_Visual_Exploration_Query_and_Debugging_of_RDF_Graphs/links/0912f50cb613524cde000000.pdf","https://scholar.google.com/scholar?cites=11327281492695259413&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","BOOK","","","",,,,,3,0.25,1,3,12
39,"S Qvarlander, B Lundkvist, LOD Koskinen, ...","Pulsatility in CSF dynamics: pathophysiology of idiopathic normal pressure hydrocephalus",2013,"J Neurol NeurosurgÂ â€¦","jnnp.bmj.com","https://jnnp.bmj.com/content/84/7/735.short?casa_token=-vgKJ9In3WsAAAAA:OSr71kmxaCd72J4rwe5Sa9b-CA6DS0f9wcZPFoEAyu2nHGF9cZ9YBQLTOmsU8aX3QjRWiWgAnWpZ7Q","https://scholar.google.com/scholar?cites=2276831361872847213&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,39,6.50,10,4,6
28,"L Fischer, T Scharrenbach, A Bernstein","Scalable Linked Data Stream Processing via Network-Aware Workload Scheduling.",2013,"SSWS@ ISWC","vista-tv.eu","http://vista-tv.eu/ceur-ws.org/Vol-1046/SSWS2013_paper6.pdf","https://scholar.google.com/scholar?cites=934305085160325369&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,28,4.67,9,3,6
126,"W Lee, D Puppin, S Swenson, ...","Convergent scheduling",2002,"35th Annual IEEEÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1176243/","https://scholar.google.com/scholar?cites=15149986976004336616&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,126,7.41,32,4,17
17,"R Angles, C Gutierrez","The multiset semantics of SPARQL patterns",2016,"International semantic web conference","Springer","https://link.springer.com/chapter/10.1007/978-3-319-46523-4_2","https://scholar.google.com/scholar?cites=11978395659444914886&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,17,5.67,9,2,3
44,"M Hausenblas, M Karnstedt","Understanding linked open data as a web-scale database",2010,"2010 Second InternationalÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5477146/","https://scholar.google.com/scholar?cites=5802783499071514362&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,44,4.89,22,2,9
25,"D Beckett","Rdf 1.1 n-triples",2014,"W3C recommendation","marte.aslab.upm.es","http://marte.aslab.upm.es/redmine/files/dmsf/p_oasys/161115104633_204_RDF_1.1_N-Triples.pdf","https://scholar.google.com/scholar?cites=3434355739224795029&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,25,5.00,25,1,5
30,"DQ Nguyen","An overview of embedding models of entities and relationships for knowledge base completion",2017,"arXiv preprint arXiv:1703.08098","arxiv.org","https://arxiv.org/abs/1703.08098","https://scholar.google.com/scholar?cites=12939390700394366540&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,30,15.00,30,1,2
125,"T KÃ¤fer, A Abdelrahman, J Umbrich, P O'Byrne, ...","Observing linked data dynamics",2013,"Extended Semantic WebÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-38288-8_15","https://scholar.google.com/scholar?cites=6998557121538621792&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,125,20.83,25,5,6
42,"L Ehrlinger, W WÃ¶ÃŸ","Towards a Definition of Knowledge Graphs.",2016,"SEMANTiCS (Posters, Demos, SuCCESS)","researchgate.net","https://www.researchgate.net/profile/Wolfram_Woess/publication/323316736_Towards_a_Definition_of_Knowledge_Graphs/links/5a8d6e8f0f7e9b27c5b4b1c3/Towards-a-Definition-of-Knowledge-Graphs.pdf","https://scholar.google.com/scholar?cites=15938997775831970647&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","PDF","","","",,,,,42,14.00,21,2,3
14,"S Metzger, R Schenkel, M Sydow","Aspect-based similar entity search in semantic knowledge graphs with diversity-awareness and relaxation",2014,"Proceedings of the 2014 IEEE/WICÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2682774","https://scholar.google.com/scholar?cites=10580203818218667624&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,14,2.80,5,3,5
8,"Q Althebyan","Design and analysis of knowledge-base centric insider threat models",2008,"","search.proquest.com","http://search.proquest.com/openview/a306637ea3c53433a1fe4b952baa4a81/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=5288398812266643515&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","BOOK","","","",,,,,8,0.73,8,1,11
7,"A Avgoustaki, G Flouris, I Fundulaki, ...","Provenance management for evolving RDF datasets",2016,"European Semantic WebÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-34129-3_35","https://scholar.google.com/scholar?cites=15432922965187771673&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,7,2.33,2,4,3
37,"R Catherine, W Cohen","Personalized recommendations using knowledge graphs: A probabilistic logic programming approach",2016,"Proceedings of the 10th ACM Conference onÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2959131","https://scholar.google.com/scholar?cites=245446747774264484&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-07-21 18:19:59","","","","",,,,,37,12.33,19,2,3
